LONC_CODE,DTA_DESC
3937-0,PCP Ur-mCnc - Phencyclidine [Mass/volume] in Urine
51953-8,Collect Date Bld - Collection date of Blood
34720-3,CMV DNA Spec NAA+probe-aCnc - Cytomegalovirus DNA [Units/volume] (viral load) in Specimen by NAA with probe detection
42617-1,HCV RNA SerPl Probe+sig amp-Log IU - Hepatitis C virus RNA [log units/volume] (viral load) in Serum or Plasma by Probe with signal amplification
6825-4,Crystals Fld Micro - Crystals [type] in Body fluid by Light microscopy
31830-3,G lamblia Ag Stl Ql - Giardia lamblia Ag [Presence] in Stool
21233-2,Cryptosp Ag Stl Ql - Cryptosporidium sp Ag [Presence] in Stool
55442-8,Deprecated AT III PPP - Deprecated Antithrombin in Platelet poor plasma
51954-6,oxyCODONE Free Ur-mCnc - oxyCODONE Free [Mass/volume] in Urine
3829-9,Morphine Free Ur-mCnc - Morphine Free [Mass/volume] in Urine
34618-9,Hgb Spec Ql - Hemoglobin [Presence] in Specimen
81639-7,Hep dose resp slope Bld - Heparin dose response slope in Blood by Coagulation assay
53827-2,Hx of NTD Ql - History of Neural tube defect Qualitative
12566-6,Cortis 30M p chal SerPl-mCnc - Cortisol [Mass/volume] in Serum or Plasma --30 minutes post XXX challenge
80893-1,Proj heparin conc Bld Calc-aCnc - Projected heparin concentration to reach target ACT [Units/volume] in Blood by calculation
12567-4,Cortis 1h p chal SerPl-mCnc - Cortisol [Mass/volume] in Serum or Plasma --1 hour post XXX challenge
28559-3,Hgb A2 Bld Ql - Hemoglobin A2 [Presence] in Blood
53828-0,cycloSPORINE Trough Bld-mCnc - cycloSPORINE [Mass/volume] in Blood --trough
10346-5,Hgb A Bld Elph-aCnc - Hemoglobin A [Units/volume] in Blood by Electrophoresis
35333-4,ENA Jo1 Ab Ser IA-aCnc - Jo-1 extractable nuclear Ab [Units/volume] in Serum by Immunoassay
19147-8,Ref Lab Test Ref Range - Reference lab test reference range
23811-3,AFP adj MoM SerPl - Alpha-1-Fetoprotein [Multiple of the median] adjusted in Serum or Plasma
32764-3,Clue Cells Spec Ql Wet Prep - Clue cells [Presence] in Specimen by Wet preparation
20449-5,B burgdor Ab Ser Ql IA - Borrelia burgdorferi Ab [Presence] in Serum by Immunoassay
31791-7,Cryptoc Ag Ser-aCnc - Cryptococcus sp Ag [Units/volume] in Serum
1978-6,Bilirub Ur-mCnc - Bilirubin.total [Mass/volume] in Urine
10975-1,6MAM Ur-mCnc - 6-Monoacetylmorphine (6-MAM) [Mass/volume] in Urine
51737-5,HYDROmorphone Free Ur-mCnc - HYDROmorphone Free [Mass/volume] in Urine
51739-1,Codeine Free Ur-mCnc - Codeine Free [Mass/volume] in Urine
22638-1,Path report.comments Imp Spec - Pathology report comments [Interpretation] Narrative
30342-0,ENA Ab Ser-aCnc - Extractable nuclear Ab [Units/volume] in Serum
32654-6,6MMP EntSub RBC - 6-Methylmercaptopurine [Entitic substance] in Red Blood Cells
21377-7,Magnesium Bld-mCnc - Magnesium [Mass/volume] in Blood
61425-5,Noroxycodone Ur Cfm-mCnc - Noroxycodone [Mass/volume] in Urine by Confirmatory method
30567-2,TSI Ser-aCnc - Thyroid stimulating immunoglobulins [Units/volume] in Serum
38492-5,IGF-I SerPl-aCnc - Insulin-like growth factor-I [Units/volume] in Serum or Plasma
10357-2,Gram Stn Wnd - Microscopic observation [Identifier] in Wound by Gram stain
23658-8,Other Antibiotic Susc Islt - Other Antibiotic [Susceptibility]
78748-1,Hgb Fract Bld CE-Imp - Hemoglobin pattern [Interpretation] in Blood by Capillary electrophoresis (CE)
58709-7,Gliadin peptide IgA Ser-aCnc - Gliadin peptide IgA Ab [Units/volume] in Serum
20413-1,Cannabinoids Ur Cfm-mCnc - Cannabinoids [Mass/volume] in Urine by Confirmatory method
8220-6,Opiates Ur-mCnc - Opiates [Mass/volume] in Urine
9428-4,Benzodiaz Ur-mCnc - Benzodiazepines [Mass/volume] in Urine
79420-6,Misc Allergen IgE Qn - Miscellaneous allergen IgE Ab [Units/volume] in Serum
43409-2,Bacteria Islt Cult - Bacteria identified in Isolate by Culture
3780-4,Methamphet Ur-mCnc - Methamphetamine [Mass/volume] in Urine
47236-5,T pallidum IgG+IgM Ser Ql IA - Treponema pallidum IgG+IgM Ab [Presence] in Serum by Immunoassay
32717-1,Sodium BldA-sCnc - Sodium [Moles/volume] in Arterial blood
50453-0,Cortis sp1 SerPl-mCnc - Cortisol [Mass/volume] in Serum or Plasma --1st specimen
83113-1,PSA Free SerPl IA-mCnc - Prostate Specific Ag Free [Mass/volume] in Serum or Plasma by Immunoassay
53324-0,Sperm #/area UrnS Auto - Spermatozoa [#/area] in Urine sediment by Automated count
35071-0,Basophils # Fld - Basophils [#/volume] in Body fluid
35276-5,MeV IgM Ser Ql IA - Measles virus IgM Ab [Presence] in Serum by Immunoassay
53813-2,PA ADP Bld-aCnc - Platelet aggregation ADP induced [Units/volume] in Blood
26466-3,WBC # Fld - Leukocytes [#/volume] in Body fluid
16235-4,Methamphet Ur Cfm-mCnc - Methamphetamine [Mass/volume] in Urine by Confirmatory method
10976-9,6MAM Ur Ql - 6-Monoacetylmorphine (6-MAM) [Presence] in Urine
26487-9,Monocytes/leuk NFr Fld - Monocytes/100 leukocytes in Body fluid
48803-1,Neural tube defect risk Fetus - Neural tube defect risk [Likelihood] in Fetus
43411-8,Bacteria Aspirate Cult - Bacteria identified in Aspirate by Culture
30412-1,Lymph Abn # Bld - Abnormal lymphocytes [#/volume] in Blood
586-8,Gp B Strep Spec Ql Cult - Streptococcus agalactiae [Presence] in Specimen by Organism specific culture
87548-4,A phag+Ehrl sp DNA Pnl Bld NAA+non-probe - Anaplasma phagocytophilum and Ehrlichia sp DNA panel - Blood Qualitative by NAA with non-probe detection
29610-3,HBV DNA SerPl Ql NAA+probe - Hepatitis B virus DNA [Presence] in Serum or Plasma by NAA with probe detection
35038-9,Macrophages # CSF - Macrophages [#/volume] in Cerebral spinal fluid
33039-9,Fungus Fld Fungus Stn - Fungus identified in Body fluid by Fungus stain
32284-2,BKV DNA SerPl NAA+probe-aCnc - BK virus DNA [Units/volume] (viral load) in Serum or Plasma by NAA with probe detection
20545-0,MDA Ur Cfm-mCnc - Methylenedioxyamphetamine [Mass/volume] in Urine by Confirmatory method
20557-5,Phentermine Ur Cfm-mCnc - Phentermine [Mass/volume] in Urine by Confirmatory method
20410-7,Amphetamines Ur Cfm-mCnc - Amphetamines [Mass/volume] in Urine by Confirmatory method
39789-3,Potassium BldV-sCnc - Potassium [Moles/volume] in Venous blood
39791-9,Sodium BldV-sCnc - Sodium [Moles/volume] in Venous blood
46217-6,M TB IFN-g CD4+ T-cells Bld-aCnc - Mycobacterium tuberculosis stimulated gamma interferon release by CD4+ T-cells [Units/volume] in Blood
45194-8,HGC Intact+B SerPl-aCnc - Choriogonadotropin.intact+Beta subunit [Units/volume] in Serum or Plasma
68324-3,vWf:Ac Act/Nor PPP IA - von Willebrand factor (vWf).activity actual/normal in Platelet poor plasma by Immunoassay
43371-4,Salm + Shig Stl Cult - Salmonella and Shigella sp identified in Stool by Organism specific culture
42618-9,Naloxone Ur Ql Scn - Naloxone [Presence] in Urine by Screen method
86130-2,S pneum Da 5 IgG Ser-mCnc - Streptococcus pneumoniae Danish serotype 5 IgG Ab [Mass/volume] in Serum
86122-9,S pneum Da 11A IgG Ser-mCnc - Streptococcus pneumoniae Danish serotype 11A IgG Ab [Mass/volume] in Serum
86098-1,S pneum Da 10A IgG Ser-mCnc - Streptococcus pneumoniae Danish serotype 10A IgG Ab [Mass/volume] in Serum
86052-8,S pneum Da 22F IgG Ser-mCnc - Streptococcus pneumoniae Danish serotype 22F IgG Ab [Mass/volume] in Serum
86009-8,S pneum Da 17F IgG Ser-mCnc - Streptococcus pneumoniae Danish serotype 17F IgG Ab [Mass/volume] in Serum
86039-5,S pneum Da 2 IgG Ser-mCnc - Streptococcus pneumoniae Danish serotype 2 IgG Ab [Mass/volume] in Serum
86045-2,S pneum Da 20A IgG Ser-mCnc - Streptococcus pneumoniae Danish serotype 20A IgG Ab [Mass/volume] in Serum
5393-4,T pallidum Ab Ser Ql IF - Treponema pallidum Ab [Presence] in Serum by Immunofluorescence
19644-4,oxyCODONE CtO Ur Scn-mCnc - oxyCODONE cutoff [Mass/volume] in Urine for Screen method
6568-0,T vaginalis rRNA Genital Ql Probe - Trichomonas vaginalis rRNA [Presence] in Genital specimen by Probe
18408-5,CD3+HLA-DR+ Cells NFr Bld - CD3+HLA-DR+ cells/100 cells in Blood
26568-6,CD3+HLA-DR+ Cells # Bld - CD3+HLA-DR+ cells [#/volume] in Blood
9557-0,CD2 Cells # Bld - CD2 cells [#/volume] in Blood
34958-9,Eosinophil # CSF - Eosinophils [#/volume] in Cerebral spinal fluid
47000-5,Candida rRNA Vag Ql Probe - Candida sp rRNA [Presence] in Vaginal fluid by Probe
6410-5,G vaginalis rRNA Genital Ql Probe - Gardnerella vaginalis rRNA [Presence] in Genital specimen by Probe
6331-3,Campylobacter Stl Cult - Campylobacter sp identified in Stool by Organism specific culture
46717-5,TT imm Bovine Thrombin PPP - Thrombin time.factor substitution in Platelet poor plasma by Coagulation assay --immediately after addition of bovine thrombin
72607-5,Gp B Strep Vag+Rectum Ql Cult - Streptococcus agalactiae [Presence] in Vag+Rectum by Organism specific culture
22362-8,HTLV I+II Ab Ser Ql - HTLV I+II Ab [Presence] in Serum
18319-4,Neuts Vac Bld Ql Smear - Neutrophils.vacuolated [Presence] in Blood by Light microscopy
29637-6,Tme Last Dose - Time last dose of Dose
29742-4,Date Last Dose - Date last dose
75880-5,14-3-3 eta Ag Ser IA-mCnc - 14-3-3 eta Ag [Mass/volume] in Serum by Immunoassay
41858-2,EDDP Ur Ql - 2-Ethylidene-1,5-Dimethyl-3,3-Diphenylpyrrolidine (EDDP) [Presence] in Urine
32725-4,T cruzi IgG Ser Ql - Trypanosoma cruzi IgG Ab [Presence] in Serum
34461-4,WNV RNA CSF Ql NAA+probe - West Nile virus RNA [Presence] in Cerebral spinal fluid by NAA with probe detection
29533-7,Cryptoc Ag Spec Ql - Cryptococcus sp Ag [Presence] in Specimen
634-6,Bacteria Spec Aerobe Cult - Bacteria identified in Specimen by Aerobe culture
19593-3,6MAM Ur Cfm-mCnc - 6-Monoacetylmorphine (6-MAM) [Mass/volume] in Urine by Confirmatory method
57768-4,C jejuni+C coli Ag Stl Ql - Campylobacter jejuni+Campylobacter coli Ag [Presence] in Stool
27818-4,Prot C Act/Nor PPP Chro - Protein C actual/normal in Platelet poor plasma by Chromogenic method
8262-8,Service Cmnt 02-Imp - Service comment 02
93470-3,Furanylfentanyl Ur Cfm-mCnc - Furanylfentanyl [Mass/volume] in Urine by Confirmatory method
70173-0,JCPyV Ab SerPl Ql IA - JC virus Ab [Presence] in Serum or Plasma by Immunoassay
17811-1,Alpha1 Glob ?Tm MFr Ur Elph - Alpha 1 globulin/Protein.total by Electrophoresis in Urine collected for unspecified duration
17813-7,Alpha2 Glob ?Tm MFr Ur Elph - Alpha 2 globulin/Protein.total by Electrophoresis in Urine collected for unspecified duration
64234-8,Current smoker - Current smoker
42250-1,Variant Lymphs/leuk NFr Bld Auto - Variant lymphocytes/100 leukocytes in Blood by Automated count
41652-9,Glucose BldV-mCnc - Glucose [Mass/volume] in Venous blood
41654-5,Hct VFr BldV - Hematocrit [Volume Fraction] of Venous blood
6303-2,Screen dRVVT - dRVVT (LA screen)
86453-8,O-nortramadol Ur Ql - O-nortramadol [Presence] in Urine
58707-1,Ephedrin+Pseudo Ur Cfm-mCnc - ePHEDrine+Pseudoephedrine [Mass/volume] in Urine by Confirmatory method
5782-8,Crystals UrnS Micro - Crystals [type] in Urine sediment by Light microscopy
44594-0,IgE Ser Ql - IgE [Presence] in Serum
12382-8,Temazepam Ur-mCnc - Temazepam [Mass/volume] in Urine
32041-6,ENA SS-A+SS-B Ab Ser-aCnc - Sjogrens syndrome-A extractable nuclear Ab+Sjogrens syndrome-B extractable nuclear Ab [Units/volume] in Serum
70296-9,P shigelloides DNA Stl Ql NAA+probe - Plesiomonas shigelloides DNA [Presence] in Stool by NAA with probe detection
79386-9,EC stx1 gene Stl Ql NAA+probe - Escherichia coli Stx1 toxin stx1 gene [Presence] in Stool by NAA with probe detection
80678-6,Salmonella sp invA+fliC Stl Ql NAA+probe - Salmonella sp invA+fliC genes [Presence] in Stool by NAA with probe detection
72111-8,Sapovirus RNA Spec Ql NAA+probe - Sapovirus RNA [Presence] in Specimen by NAA with probe detection
8012-7,RV dsRNA Stl Ql NAA+probe - Rotavirus dsRNA [Presence] in Stool by NAA with probe detection
31718-0,HAstV Ag Stl Ql - Astrovirus Ag [Presence] in Stool
734-4,Variant Lymphs # Bld Manual - Variant lymphocytes [#/volume] in Blood by Manual count
6863-5,Prolymphocytes # Bld Manual - Prolymphocytes [#/volume] in Blood by Manual count
6746-2,Prolymphocytes/leuk NFr Bld Manual - Prolymphocytes/100 leukocytes in Blood by Manual count
13047-6,Plasma Cells/leuk NFr Bld - Plasma cells/100 leukocytes in Blood
24103-4,Plasma Cells # Bld Manual - Plasma cells [#/volume] in Blood by Manual count
20594-8,CD2 Cells NFr Spec - CD2 cells/100 cells in Specimen
74838-4,CD34 Cells # Spec - CD34 cells [#/volume] in Specimen
29264-9,Collect Tme Bld - Collection time of Blood
63422-0,t(ABL1,BCR)p210+p190 Bld/T Ql - t(9;22)(q34.1;q11)(ABL1,BCR) b2a2+b3a2+e1a2 fusion transcript [Presence] in Blood or Tissue by Molecular genetics method
3725-9,LORazepam Ur-mCnc - LORazepam [Mass/volume] in Urine
3887-7,Oxazepam Ur-mCnc - Oxazepam [Mass/volume] in Urine
19328-4,A-OH Alpraz Ur-mCnc - Alpha hydroxyalprazolam [Mass/volume] in Urine
15372-6,Nordiazepam Ur-mCnc - Nordiazepam [Mass/volume] in Urine
60677-2,A-OH-triazolam Ur-mCnc - Alpha hydroxytriazolam [Mass/volume] in Urine
59589-2,1OH-midazolam Ur-mCnc - 1-Hydroxymidazolam [Mass/volume] in Urine
72271-0,Creat pre contrast SerPl-mCnc - Creatinine [Mass/volume] in Serum or Plasma --pre contrast
17052-2,Lead Bld Ql - Lead [Presence] in Blood
76628-7,Norovirus GI + GII RNA Stl NAA+probe - Norovirus genogroup I and II RNA [Identifier] in Stool by NAA with probe detection
12308-3,HYDROcodone Ur Ql - HYDROcodone [Presence] in Urine
8094-5,ENA SS-B Ab Ser Ql - Sjogrens syndrome-B extractable nuclear Ab [Presence] in Serum
22363-6,HTLV I+II Ab Ser-aCnc - HTLV I+II Ab [Units/volume] in Serum
17817-8,Gamma glob ?Tm MFr Ur Elph - Gamma globulin/Protein.total by Electrophoresis in Urine collected for unspecified duration
92987-7,HAdV DNA Lower resp Ql NAA+non-probe - Adenovirus DNA [Presence] in Lower respiratory specimen by NAA with non-probe detection
94563-4,SARS-CoV-2 IgG SerPl Ql IA - SARS-CoV-2 (COVID-19) IgG Ab [Presence] in Serum or Plasma by Immunoassay
29604-6,CMV DNA # Bld NAA+probe - Cytomegalovirus DNA [#/volume] (viral load) in Blood by NAA with probe detection
86024-7,S pn Da sero 19F IgG Ser-mCnc - Streptococcus pneumoniae Danish serotype 19F IgG Ab [Mass/volume] in Serum
85954-6,S pneum Da 1 IgG Ser-mCnc - Streptococcus pneumoniae Danish serotype 1 IgG Ab [Mass/volume] in Serum
85991-8,S pneum Da 14 IgG Ser-mCnc - Streptococcus pneumoniae Danish serotype 14 IgG Ab [Mass/volume] in Serum
86064-3,S pneum Da 23F IgG Ser-mCnc - Streptococcus pneumoniae Danish serotype 23F IgG Ab [Mass/volume] in Serum
86080-9,S pneum Da 3 IgG Ser-mCnc - Streptococcus pneumoniae Danish serotype 3 IgG Ab [Mass/volume] in Serum
86107-0,S pneum Da 4 IgG Ser-mCnc - Streptococcus pneumoniae Danish serotype 4 IgG Ab [Mass/volume] in Serum
86147-6,S pneum Da 8 IgG Ser-mCnc - Streptococcus pneumoniae Danish serotype 8 IgG Ab [Mass/volume] in Serum
86169-0,S pneum Da 9N IgG Ser-mCnc - Streptococcus pneumoniae Danish serotype 9N IgG Ab [Mass/volume] in Serum
85977-7,S pneum Da 12F IgG Ser-mCnc - Streptococcus pneumoniae Danish serotype 12F IgG Ab [Mass/volume] in Serum
30352-9,Hgb BldC-mCnc - Hemoglobin [Mass/volume] in Capillary blood
1549-5,Glucose pre 100 g Glc PO SerPl-mCnc - Glucose [Mass/volume] in Serum or Plasma --pre 100 g glucose PO
61151-7,Albumin SerPl BCG-mCnc - Albumin [Mass/volume] in Serum or Plasma by Bromocresol green (BCG) dye binding method
49852-7,Oligoclonal Bands CSF IEF - Oligoclonal bands [#] in Cerebral spinal fluid by Isoelectric focusing
30449-3,Neuts Hyperseg # Bld - Neutrophils.hypersegmented [#/volume] in Blood
53982-5,Centromere B Ab Ser-aCnc - Centromere protein B Ab [Units/volume] in Serum
77349-9,Everolimus Trough Bld LC/MS/MS-mCnc - Everolimus [Mass/volume] in Blood by LC/MS/MS --trough
13316-5,VRE Spec Ql Cult - Vancomycin resistant enterococcus [Presence] in Specimen by Organism specific culture
35072-8,Basophils # CSF - Basophils [#/volume] in Cerebral spinal fluid
34572-8,aPTT-LA Cont PPP - aPTT.lupus sensitive in Control Platelet poor plasma by Coagulation assay
28073-5,7Aminoclonazepam Ur-mCnc - 7-Aminoclonazepam [Mass/volume] in Urine
12602-9,OH-Ethylfluraz Ur-mCnc - Hydroxyethylflurazepam [Mass/volume] in Urine
38404-0,CFTR Mut Anl Bld/T - CFTR gene targeted mutation analysis in Blood or Tissue by Molecular genetics method
52816-6,Nuc cell # CSF Auto - Nucleated cells [#/volume] in Cerebral spinal fluid by Automated count
88610-1,HCoV 229E RNA Upper resp Ql NAA+probe - Human coronavirus 229E RNA [Presence] in Upper respiratory specimen by NAA with probe detection
88604-4,HCoV HKU1 RNA Upper resp Ql NAA+probe - Human coronavirus HKU1 RNA [Presence] in Upper respiratory specimen by NAA with probe detection
31562-2,ENA PM/SCL Ab Ser-aCnc - PM-SCL extractable nuclear Ab [Units/volume] in Serum
88618-4,HCoV NL63 RNA Upper resp Ql NAA+probe - Human coronavirus NL63 RNA [Presence] in Upper respiratory specimen by NAA with probe detection
61045-1,MDA SerPl Ql - Methylenedioxyamphetamine [Presence] in Serum or Plasma
17815-2,B-Globulin ?Tm MFr Ur Elph - Beta globulin/Protein.total by Electrophoresis in Urine collected for unspecified duration
31627-3,ENA SM Ab Ser Ql - Smith extractable nuclear Ab [Presence] in Serum
9834-3,HYDROmorphone Ur Ql - HYDROmorphone [Presence] in Urine
57901-1,C diff GDH Stl Ql - Clostridioides difficile glutamate dehydrogenase [Presence] in Stool
27024-9,Cannabinoids Mec-mCnt - Cannabinoids [Mass/mass] in Meconium
5783-6,Unident Crys UrnS Ql Micro - Unidentified crystals [Presence] in Urine sediment by Light microscopy
42207-1,IgG CSF/SerPl - IgG in CSF/IgG in serum
1756-6,Alb CSF/SerPl - Albumin in CSF/Albumin in Serum or Plasma
55805-6,cycloSPORINE Bld LC/MS/MS-mCnc - cycloSPORINE [Mass/volume] in Blood by LC/MS/MS
20472-7,Eosinophil Spec Ql Wright Stn - Eosinophils [Presence] in Specimen by Wright stain
26959-7,Amphet Mec-mCnt - Amphetamine [Mass/mass] in Meconium
50387-0,C trach rRNA Cvx Ql NAA+probe - Chlamydia trachomatis rRNA [Presence] in Cervix by NAA with probe detection
50388-8,N gonorrhoea rRNA Cvx Ql NAA+probe - Neisseria gonorrhoeae rRNA [Presence] in Cervix by NAA with probe detection
53814-0,PA AA Bld-aCnc - Platelet aggregation arachidonate induced [Units/volume] in Blood
17569-5,ENA Scl70 Ab Ser Ql IF - SCL-70 extractable nuclear Ab [Presence] in Serum by Immunofluorescence
25160-3,Gran Casts UrnS Ql Micro - Granular casts [Presence] in Urine sediment by Light microscopy
43893-7,B microti IgG Ser Ql - Babesia microti IgG Ab [Presence] in Serum
19570-1,MDMA Ur-mCnc - Methylenedioxymethamphetamine [Mass/volume] in Urine
5206-8,HSV1 IgG Ser IA-aCnc - Herpes simplex virus 1 IgG Ab [Units/volume] in Serum by Immunoassay
22737-1,Phe Spec-sCnc - Phenylalanine [Moles/volume] in Specimen
18355-8,MDA Ur-mCnc - Methylenedioxyamphetamine [Mass/volume] in Urine
3958-6,Phentermine Ur-mCnc - Phentermine [Mass/volume] in Urine
26785-6,Ephedrin+Pseudo Ur-mCnc - ePHEDrine+Pseudoephedrine [Mass/volume] in Urine
81755-1,LPT IL-2 max/CD45 NFr Bld FC - Lymphocyte proliferation.Interleukin 2.maximum/CD45 in Blood by Flow cytometry (FC)
1744-2,ALT SerPl w/o P-5'-P-cCnc - Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma by No addition of P-5'-P
